LLM_Model,Role,PictureID,Generation_Date,Perceived_Gender,Perceived_Race_Ethnicity,Perceived_Age,Setting,Attire,Props_Count,Technology_Presence,Brightness_Level,Dominant_Color_Palette,Color_Saturation_Intensity,Color_Contrast,Dominant_Emotion,Overall_Impression
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P8,7/10/2025,Female,White/Caucasian,Older,Office cubicle,Casual sweater,"Keyboard: 1, Monitor: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,"Calm and patient; mature professional, exemplifies perseverance in testing roles."
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P9,7/10/2025,Female,White/Caucasian,Older,Office cubicle,Casual sweater,"Keyboard: 1, Monitor: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,"Serious, methodical; dedicated to quality assurance with attention to detail."
GPT4o,Software Testing Engineer,GPT4o_SoftwareTestingEngineer_P10,7/10/2025,Male,White/Caucasian,Young,Office cubicle,Casual t-shirt,"Keyboard: 1, Monitor: 1","Monitor, Keyboard, Code on screens",Neutral,Neutral colors,Low saturation,Low contrast,Neutral,Engaged and focused; standard professional look for an office tester.
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P1,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"White shirt, orange safety vest, hard hat","Laptops: 0, Hard hats: 1, Safety vests: 1","None, Safety gear",Bright,Neutral colors,High saturation,High,Happy,Portrayed as professional and approachable; attire and safety gear highlight a 'testing' stereotype.
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P2,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Navy suit, tie, yellow hard hat","Laptops: 0, Hard hats: 1","None, Safety gear",Bright,Neutral colors,Medium saturation,Moderate,Neutral,"Combines formal and construction attire, suggesting seriousness but not a typical software engineer look."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P3,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Light blue shirt, glasses","Laptops: 0, Tablets: 1",Tablet,Bright,Neutral colors,Medium saturation,Moderate,Happy,"Appears approachable and modern, mixing business-casual style with digital device."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P4,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Blue shirt, yellow reflective vest, glasses","Laptops: 0, Signs: 1, Safety vests: 1","Sign, Safety gear",Bright,Mixed or multicolor,High saturation,High,Happy,"Friendly, but 'Sofgeirentr' on the sign suggests a synthetic or playful visual, not realistic."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P5,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Blue t-shirt, blue hard hat","Laptops: 0, Hard hats: 1",Safety gear,Neutral,Cool colors,Medium saturation,Low,Neutral,"Projecting a relaxed and modern impression, but hard hat use is stereotypical."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P6,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Navy pullover, glasses",Laptops: 0,None,Bright,Neutral colors,Medium saturation,Low,Happy,"Friendly and casual, fits the tech stereotype but lacks props or clear professional context."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P7,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Navy suit, tie","Laptops: 0, Papers: 1",Paper,Bright,Neutral colors,Medium saturation,Low,Happy,"Business-like, emphasizes professionalism; paper prop implies reviewing test reports."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P8,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Green coveralls, orange hard hat, headphones","Laptops: 0, Hard hats: 1, Headphones: 1","Headphones, Safety gear",Neutral,Warm colors,High saturation,Moderate,Neutral,"Mixes industrial and digital cues, but lacks clear connection to software testing."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P9,7/10/2025,Male,Other/unclear,Young,Indistinct background,"Grey suit, red tie, hard hat",Laptops: 0,None,Bright,Mixed or multicolor,High saturation,High,Neutral,"Cartoonish, playful interpretation; stereotype of 'engineer' rather than software-specific."
Llama4,Software Testing Engineer,Llama4_SoftwareTestingEngineer_P10,7/10/2025,Male,White/Caucasian,Young,Indistinct background,"Blue shirt, yellow hard hat","Laptops: 0, Hard hats: 1",Safety gear,Bright,Cool colors,Medium saturation,Moderate,Neutral,Standard safety look; approachable but leans more construction than software.
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P1,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Appears focused, professional, and absorbed in software engineering work."
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P2,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Shows dedication, likely engaged in debugging or code review tasks."
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P3,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Looks professional and systematic, in a modern and organized workspace."
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P4,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Professional, focused on complex software engineering tasks."
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P5,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,Exudes focus and technical proficiency in a collaborative environment.
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P6,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,Conveys a sense of precision and responsibility in quality assurance.
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P7,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Methodical and concentrated, reflecting standard industry practices."
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P8,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,Exemplifies a typical tech environment: diligent and detail-oriented.
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P9,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,Presents a consistent and professional image typical of software testers.
Qwen3-235B-A22B,Software Testing Engineer,Qwen3_235_SoftwareTestingEngineer_P10,7/10/2025,Male,East Asian,Young,Open-plan tech workspace,Casual shirt,"Laptops: 1, Screen monitors: 4, Coffee cup: 1, Papers: 2","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Projects calmness, reliability, and attention to quality control."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P1,7/11/2025,Male,White/Caucasian,Young,Home office,Light blue shirt,"Laptop: 1, Paper: 2, Pen: 1, Mug: 2",Laptop,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Friendly, approachable professional in a relaxed modern workspace."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P2,7/11/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt/tie,"Desktop: 1, Mouse: 1",Desktop computer,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Attentive and detail-oriented, fits typical office engineer stereotype."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P3,7/11/2025,Female,White/Caucasian,Young,Home office,Casual shirt,"Monitors: 2, Mouse: 1, Pen: 1",Monitor,Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Modern, focused young woman; challenges male-dominated stereotype."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P4,7/11/2025,Male,White/Caucasian,Young,Home office,Casual shirt,"Monitor: 1, Mouse: 1",Monitor,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Serious and concentrated; visually matches analytical programmer archetype.
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P5,7/11/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt/tie,"Monitors: 2, Keyboard: 1",Monitor,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Professional, focused; typical corporate software engineer vibe."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P6,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt,"Monitors: 2, Keyboard: 1, Mouse: 1",Monitor,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Analytical, immersed in data; fits modern engineering workspace stereotype."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P7,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt,"Monitors: 3, Keyboard: 1, Mouse: 1",Monitor,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Tech-savvy, analytical; professional in a highly digital work environment."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P8,7/11/2025,Female,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,"Monitor: 2, Mouse: 1",Monitor,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Modern and confident, breaks traditional gender stereotype in tech."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P9,7/11/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Monitor: 1, Mouse: 1",Monitor,Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Friendly and positive, appears to enjoy the technical work environment."
Stable Diffusion,Software Testing Engineer,StableDiffusion_SoftwareTestingEngineer_P10,7/11/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Monitor: 2, Mouse: 1",Monitor,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Serious and focused, fits stereotype of detail-oriented software engineer."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P1,7/11/2025,Male,South Asian,Young,Office cubicle,Casual sweater,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Low saturation (muted),Moderate contrast,Neutral,"Appears calm, professional, and engaged in technical tasks; serious demeanor fits the AI/ML context."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P2,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual sweater, ID badge","Keyboard: 1, Monitors: 2, Circuit boards: 2","Keyboard, Monitor, Code on screens, Circuit boards",Neutral,Cool colors,Medium saturation (balanced),Moderate contrast,Neutral,"Professional and approachable, with a technical and collaborative vibe; tech workspace suggests active project work."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P3,7/11/2025,Male,White/Caucasian,Young,Office cubicle,Casual button shirt,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Low saturation (muted),Moderate contrast,Neutral,"Friendly and focused, exemplifies the modern data scientist stereotype; approachable demeanor."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P4,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual button shirt, ID badge","Monitors: 2, Keyboard: 1, Circuit boards: 2","Keyboard, Monitor, Code on screens, Circuit boards",Neutral,Cool colors,Medium saturation (balanced),Moderate contrast,Neutral,"Serious and professional, suggesting responsibility in hardware/software integration roles."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P5,7/11/2025,Male,White/Caucasian,Young,Office cubicle,Casual sweater,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Neutral,Neutral colors,Low saturation (muted),Moderate contrast,Neutral,"Engaged and professional, typical of an AI/ML researcher in a focused work environment."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P6,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual button shirt, ID badge","Monitors: 2, Keyboard: 1, Circuit boards: 2","Keyboard, Monitor, Code on screens, Circuit boards",Neutral,Cool colors,Medium saturation (balanced),Moderate contrast,Neutral,Focused and detail-oriented; the presence of circuit boards highlights technical versatility.
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P7,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual sweater, ID badge","Monitors: 2, Keyboard: 1, Circuit boards: 2","Keyboard, Monitor, Code on screens, Circuit boards",Neutral,Cool colors,Medium saturation (balanced),Moderate contrast,Neutral,"Technical, capable, and immersed in hands-on AI/ML engineering work."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P8,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual sweater, ID badge","Monitors: 2, Keyboard: 1, Circuit boards: 2","Keyboard, Monitor, Code on screens, Circuit boards",Neutral,Cool colors,Medium saturation (balanced),Moderate contrast,Neutral,"Appears knowledgeable and efficient, embedded in an AI-driven environment."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P9,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,"Casual sweater, ID badge","Monitors: 2, Keyboard: 1, Circuit boards: 2","Keyboard, Monitor, Code on screens, Circuit boards",Neutral,Cool colors,Medium saturation (balanced),Moderate contrast,Neutral,"Serious, analytical, and representing the AI/ML archetype."
GPT4o,AI/ML Engineer,GPT4o-AIMLENG_P10,7/11/2025,Male,White/Caucasian,Middle-aged,Open-plan tech workspace,Formal shirt/blazer,"Monitors: 2, Keyboard: 1","Keyboard, Monitor, Code on screens, Network diagram",Neutral,Neutral colors,Low saturation (muted),Moderate contrast,Neutral,"Senior, professional, and authoritative, embodying AI leadership in a tech firm."
Llama4,AI/ML Engineer,Llama4-AIMLENG_P1,7/11/2025,Female,White/Caucasian,Young,Open-plan tech workspace,Lab coat,"Laptops: 0, Monitors: 1, Notebooks: 1,Pen: 1","Monitor, Keyboard, Notepad, Pen",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Focused, professional, and analytically engaged with data."
Llama4,AI/ML Engineer,Llama4-AIMLENG_P2,7/11/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Bright,Cool colors,High saturation,High,Neutral,"Confident and concentrated, exuding a modern tech professional vibe."
Llama4,AI/ML Engineer,Llama4-AIMLENG_P3,7/11/2025,Female,East Asian,Young,Open-plan tech workspace,Lab coat,"Monitors: 1, Notebooks: 1","Monitor, Keyboard, Notepad",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Highly focused and professional, suggests technical expertise."
Llama4,AI/ML Engineer,Llama4-AIMLENG_P4,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Leather jacket,"Monitors: 3, Stylus: 1","Monitor, Stylus, Code on screens",Dark,Cool colors,High saturation,High,Neutral,Serious and deeply immersed in analytical tasks.
Llama4,AI/ML Engineer,Llama4-AIMLENG_P5,7/11/2025,Male,White/Caucasian,Young,Home office,Formal shirt,"Laptops: 1, Monitors: 1","Laptop, Monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Professional and reflective, typical of a remote engineer."
Llama4,AI/ML Engineer,Llama4-AIMLENG_P6,7/11/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Lab coat,"Monitors: 2, Notepad: 1","Monitor, Notepad, Code on screens",Dark,Cool colors,Medium saturation,Moderate,Neutral,"Serious and highly focused, likely engaged in complex coding."
Llama4,AI/ML Engineer,Llama4-AIMLENG_P7,7/11/2025,Male,White/Caucasian,Young,Home office,Casual t-shirt,"Monitors: 2,Keyboard: 1,Mouse: 1","Monitor, Keyboard, Mouse, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Young and tech-savvy, appearing diligent and absorbed in work."
